Pseudomonas aeruginosa strain AZPAE14821 AZPAE14821_contig_16, whole genome shotgun sequence.	GCF0007952351	NZJTVN010000161	157687	210463	52776
Pseudomonas aeruginosa strain 5024382749-13 IPC1505_11.1, whole genome shotgun sequence	GCF0043710651	NZRWMN010000111	171405	200569	29164
Pseudomonas aeruginosa strain PA175 contig000002, whole genome shotgun sequence.	GCF0033324551	NZQDGI010000021	515189	524416	9227
Pseudomonas aeruginosa HB13 strain 138244 contig000003, whole genome shotgun sequence	GCF0002157753	NZAEVV030000031	231242	245105	13863
Pseudomonas aeruginosa strain PA198 NODE_19_length_136577_cov_21.814254, whole genome shotgun sequence	GCF0097273251	NZWOAL010000191	26232	86417	60185
Pseudomonas aeruginosa, whole genome shotgun sequence.	GCF0007517151	NZCCVU010000011	4541071	4608978	67907
Pseudomonas aeruginosa strain L10 chromosome, complete genome.	GCF0022238051	NZCP0193381	2530411	2550212	19801
Pseudomonas aeruginosa strain GO77 NODE_1_length_584169_cov_38.105518, whole genome shotgun sequence	GCF0070044651	NZVJMU010000011	299524	321153	21629
Pseudomonas aeruginosa strain env331b NODE_5_length_326850_cov_14.1421, whole genome shotgun sequence.	GCF0023265951	NZNQZY010000051	186470	201179	14709
Pseudomonas aeruginosa strain 5 IPC1587_4.1, whole genome shotgun sequence	GCF0043701451	NZRWLQ010000041	191532	245471	53939
Pseudomonas aeruginosa strain AUS631 IPC460_5.1, whole genome shotgun sequence	GCF0038404451	NZNSWR010000051	44125	107111	62986
Pseudomonas aeruginosa strain AUS066 IPC345_1.1, whole genome shotgun sequence	GCF0038393051	NZNSXW010000011	592870	616282	23412
Pseudomonas aeruginosa strain WH-SGI-V-07283 WH_SGI_V_07283_16, whole genome shotgun sequence.	GCF0014546651	NZLLUJ010000211	42301	69590	27289
Pseudomonas aeruginosa strain NCTC13717, whole genome shotgun sequence.	GCF9004553651	NZUAUC010000081	64529	113975	49446
Pseudomonas aeruginosa strain AZPAE15010 AZPAE15010_contig_29, whole genome shotgun sequence.	GCF0007928551	NZJTOK010000291	13466	33176	19710
Pseudomonas aeruginosa strain W91453 contig3, whole genome shotgun sequence.	GCF0029271351	NZJPFG010000031	268243	356659	88416
Pseudomonas aeruginosa strain AUS207 IPC226_3.1, whole genome shotgun sequence	GCF0038398651	NZNSZJ010000031	311923	337569	25646
Pseudomonas aeruginosa BL21 genomic scaffold adgep-supercont1.1, whole genome shotgun sequence.	GCF0004807251	NZKI5187931	2573952	2592464	18512
Pseudomonas aeruginosa strain J9UH1F IPC742_6.1, whole genome shotgun sequence	GCF0038365751	NZNSTS010000061	36375	75187	38812
Pseudomonas aeruginosa strain 2328 2328_NODE_10.ctg_1, whole genome shotgun sequence.	GCF0021936651	NZNIOP010000801	117434	138762	21328
Pseudomonas aeruginosa PAO1 isolate 2017-G CEC21_25, whole genome shotgun sequence	GCF0039570851	NZQZGC010000251	39325	53013	13688
Pseudomonas aeruginosa C40 genomic scaffold adgfO-supercont1.1, whole genome shotgun sequence.	GCF0004804751	NZKI5187121	1693277	1713623	20346
Pseudomonas aeruginosa strain CCBH5939 scaffold9.1, whole genome shotgun sequence	GCF0041528251	NZSEME010000091	44010	102610	58600
Pseudomonas aeruginosa strain ATCC 33357 scaffold_36, whole genome shotgun sequence.	GCF0014448351	NZLJZD010001391	45344	70996	25652
Pseudomonas aeruginosa strain AMT0046-1 IPC560_5.1, whole genome shotgun sequence	GCF0038385051	NZNSVM010000051	42197	51951	9754
Pseudomonas aeruginosa strain AUS157 IPC396_2.1, whole genome shotgun sequence	GCF0039757651	NZRXEL010000021	480632	503339	22707
Pseudomonas aeruginosa isolate 284, whole genome shotgun sequence.	GCF9001461451	NZFRON010000641	98593	163485	64892
Pseudomonas aeruginosa strain WH-SGI-V-07642 WH-SGI-V-07642_contig7, whole genome shotgun sequence.	GCF0014522351	NZLLRN010000871	99107	112970	13863
Pseudomonas aeruginosa strain 1714 1714_NODE_3_length_396603_cov_98.1906, whole genome shotgun sequence	GCF0038636851	NZRRBZ010000021	262016	316494	54478
Pseudomonas aeruginosa BL04 genomic scaffold adgfK-supercont1.1, whole genome shotgun sequence.	GCF0004810651	NZKI5189311	1878603	1961814	83211
Pseudomonas aeruginosa BWHPSA024 genomic scaffold adgfW-supercont1.1, whole genome shotgun sequence.	GCF0004812251	NZKI5189961	2177658	2225753	48095
Pseudomonas aeruginosa strain CF27 IPC1173_1.1, whole genome shotgun sequence	GCF0038343051	NZNSOU010000011	382234	401945	19711
Pseudomonas aeruginosa PA1R, complete genome.	GCF0004966451	NC0228061	657872	682263	24391
Pseudomonas aeruginosa strain CPHL6749 IPC731_3.1, whole genome shotgun sequence	GCF0038366451	NZNSTZ010000031	221875	243598	21723
Pseudomonas aeruginosa strain PAC70B IPC166_1.1, whole genome shotgun sequence	GCF0043731951	NZRWRO010000011	782575	817081	34506
Pseudomonas aeruginosa isolate 87, whole genome shotgun sequence.	GCF9001442951	NZFRHH010000211	7791	24618	16827
Pseudomonas aeruginosa isolate 149, whole genome shotgun sequence.	GCF9001449151	NZFRJG010000181	7780	27581	19801
Pseudomonas aeruginosa strain WH-SGI-V-07311 WH_SGI_V_07311_5, whole genome shotgun sequence	GCF0014547451	NZLLVA010000451	435267	491043	55776
Pseudomonas aeruginosa isolate 197, whole genome shotgun sequence.	GCF9001454151	NZFRLQ010001811	4500	26128	21628
Pseudomonas aeruginosa BL13 genomic scaffold adgfQ-supercont1.1, whole genome shotgun sequence.	GCF0004808851	NZKI5188521	2700437	2766439	66002
Pseudomonas aeruginosa strain Lo049 scaffold2.1, whole genome shotgun sequence.	GCF0017563551	NZLZQE010000121	42262	139804	97542
Pseudomonas aeruginosa strain CLJ3 contig046, whole genome shotgun sequence.	GCF0030575951	NZPZJI010000461	46685	63115	16430
Pseudomonas aeruginosa strain 6 IPC1588_3.1, whole genome shotgun sequence	GCF0043701251	NZRWLP010000031	347788	369812	22024
Pseudomonas aeruginosa strain AUS462 IPC266_1.1, whole genome shotgun sequence	GCF0038409451	NZNSYX010000011	421746	484596	62850
Pseudomonas aeruginosa strain JYH11 IPC1222_1.1, whole genome shotgun sequence	GCF0039758451	NZRXBW010000011	324068	340360	16292
Pseudomonas aeruginosa strain HUM-334 NODE_12_length_121192_cov_11.4455_ID_23, whole genome shotgun sequence	GCF0036314551	NZRAAZ010000491	44906	66685	21779
Pseudomonas aeruginosa strain PT31M IPC881_2.1, whole genome shotgun sequence	GCF0038362251	NZNSSQ010000021	305000	358939	53939
Pseudomonas aeruginosa strain MRSN16847 MRSN16847_contig00002, whole genome shotgun sequence	GCF0039697351	NZRXVN010000021	139056	230797	91741
Pseudomonas aeruginosa strain LiA133_2003 IPC776_5.1, whole genome shotgun sequence	GCF0038365251	NZNSTK010000051	87169	106062	18893
Pseudomonas aeruginosa strain SF4, whole genome shotgun sequence	GCF0078602751	NZSZXQ010000011	346575	372224	25649
Pseudomonas aeruginosa strain 5034388498-21 IPC1486_4.1, whole genome shotgun sequence	GCF0043712451	NZRWNE010000041	421272	483204	61932
Pseudomonas aeruginosa C48 genomic scaffold adgeZ-supercont1.1, whole genome shotgun sequence.	GCF0004804351	NZKI5187031	2408718	2431888	23170
Pseudomonas aeruginosa strain PA32 contig000002, whole genome shotgun sequence.	GCF0033327351	NZQDGX010000021	232291	298332	66041
Pseudomonas aeruginosa BWHPSA042 adkfZ-supercont1.1, whole genome shotgun sequence.	GCF0005203551	NZKI9145121	1676205	1697161	20956
Pseudomonas aeruginosa strain 1334/14 chromosome, complete genome	GCF0041937351	NZCP0357391	1526017	1542764	16747
Pseudomonas aeruginosa PS42 adkgl-supercont1.1, whole genome shotgun sequence.	GCF0005201951	NZKI9144371	1720625	1737670	17045
Pseudomonas aeruginosa strain AZPAE14963 AZPAE14693_contig_26_Average_coverage:_94.97, whole genome shotgun sequence.	GCF0007918251	NZJTQE010000261	39295	57807	18512
Pseudomonas aeruginosa strain AUS277 IPC317_3.1, whole genome shotgun sequence	GCF0039765651	NZRXFA010000031	307937	327329	19392
Pseudomonas aeruginosa C51 genomic scaffold adgeS-supercont1.5, whole genome shotgun sequence.	GCF0004804151	NZKI5186981	30343	34243	3900
Pseudomonas aeruginosa strain MRSN16383 MRSN16383_contig00001, whole genome shotgun sequence	GCF0039693551	NZRXVQ010000011	368376	384703	16327
Pseudomonas aeruginosa strain SMC4386_delta_CRISPR_Cas contig_173, whole genome shotgun sequence.	GCF0014828651	NZLORA010001731	114389	148339	33950
Pseudomonas aeruginosa isolate 172, whole genome shotgun sequence.	GCF9001451451	NZFRKP010000041	7781	27582	19801
Pseudomonas aeruginosa strain LMG5031 IPC878_7.1, whole genome shotgun sequence	GCF0038372451	NZNSST010000071	41715	55645	13930
Pseudomonas aeruginosa strain 6097.3 IPC1346_2.1, whole genome shotgun sequence	GCF0043708151	NZRWNQ010000021	131718	151779	20061
Pseudomonas aeruginosa strain HUM-277 NODE_14_length_143759_cov_23.0871_ID_27, whole genome shotgun sequence	GCF0036318951	NZQZZY010000231	4638	65799	61161
Pseudomonas aeruginosa strain HUM-280 PA3_G6_NODE_13_length_172565_cov_33.2233_ID_25, whole genome shotgun sequence	GCF0036319251	NZQZZV010000661	28639	89818	61179
Pseudomonas aeruginosa strain 57RV IPC586_3.1, whole genome shotgun sequence	GCF0043726151	NZRWQN010000031	186115	216902	30787
Pseudomonas aeruginosa genome assembly 245_Tsb_Pool_contgs_500, contig NODE_17_length_149523_cov_32.3694_ID_33, whole genome shotgun sequence.	GCF0013738551	NZCTDL010000161	78411	98212	19801
Pseudomonas aeruginosa strain AUS460 IPC280_2.1, whole genome shotgun sequence	GCF0038408351	NZNSYQ010000021	310099	369850	59751
Pseudomonas aeruginosa strain MRSN17849 MRSN17849_contig00005, whole genome shotgun sequence	GCF0039692551	NZRXVK010000051	32301	54396	22095
Pseudomonas aeruginosa isolate 128, whole genome shotgun sequence.	GCF9001447151	NZFRIZ010000371	103525	140186	36661
Pseudomonas aeruginosa strain ATCC 15692, complete genome.	GCF0017295051	NZCP0171491	2415522	2429210	13688
Pseudomonas aeruginosa strain env108 NODE_3_length_589315_cov_8.3155, whole genome shotgun sequence.	GCF0023307251	NZNRAV010000031	245746	260006	14260
Pseudomonas aeruginosa strain UMB7777 NODE_20_length_85427_cov_6.044900, whole genome shotgun sequence	GCF0098075451	NZWUDC010000201	24499	72591	48092
Pseudomonas aeruginosa isolate 168, whole genome shotgun sequence.	GCF9001451051	NZFRKG010000171	211821	237469	25648
Pseudomonas aeruginosa BWHPSA046 adkgc-supercont1.2, whole genome shotgun sequence.	GCF0005202751	NZKI9144681	1572699	1619850	47151
Pseudomonas aeruginosa strain PAC108A IPC158_2.1, whole genome shotgun sequence	GCF0043737551	NZRWRV010000021	299803	353742	53939
Pseudomonas aeruginosa strain AMT0046-109 IPC563_2.1, whole genome shotgun sequence	GCF0038384051	NZNSVL010000021	476606	501301	24695
Pseudomonas aeruginosa strain delta6_4 chromosome	GCF0098000251	NZCP0470631	3079836	3099371	19535
Pseudomonas aeruginosa strain K34-7 chromosome, complete genome.	GCF0032065351	NZCP0297071	1051802	1101249	49447
Pseudomonas aeruginosa strain AZPAE14897 AZPAE14897_contig_7, whole genome shotgun sequence.	GCF0007910251	NZJTSS010000071	110265	148051	37786
Pseudomonas aeruginosa strain UQCCR 393788042 K AB94 NODE_14_length_146194_cov_16.346, whole genome shotgun sequence.	GCF0020882151	NZMWWM010000141	45134	106294	61160
Pseudomonas aeruginosa strain PB354 chromosome, complete genome.	GCF0028128851	NZCP0250531	2463610	2514391	50781
Pseudomonas aeruginosa strain AUS422 IPC491_2.1, whole genome shotgun sequence	GCF0038387651	NZNSWE010000021	618442	657967	39525
Pseudomonas aeruginosa strain 2042723558 IPC1504_1.1, whole genome shotgun sequence	GCF0043711451	NZRWMO010000011	433328	481423	48095
Pseudomonas aeruginosa isolate paerg012 genome assembly, chromosome: 0	GCF9006183351	NZLR1305371	2371941	2410964	39023
Pseudomonas aeruginosa strain delta6_5 chromosome	GCF0098000451	NZCP0470641	3079854	3099389	19535
Pseudomonas aeruginosa genome assembly 260_Rw199_contgs_500, contig NODE_19_length_149523_cov_37.8728_ID_37, whole genome shotgun sequence.	GCF0013749951	NZCTDV010000151	78411	98212	19801
Pseudomonas aeruginosa str. Stone 130 genomic scaffold aczIk-supercont1.1, whole genome shotgun sequence.	GCF0004784652	NZKI5173481	803375	917027	113652
Pseudomonas aeruginosa strain PAH13 scaffold_0, whole genome shotgun sequence	GCF0022832951	NZNQWG010000011	478847	531600	52753
Pseudomonas aeruginosa strain AUS489 IPC438_2.1, whole genome shotgun sequence	GCF0038389351	NZNSWY010000021	317562	348334	30772
Pseudomonas aeruginosa genome assembly 214_Tsb_9_contgs_500, contig NODE_18_length_149523_cov_34.5264_ID_35, whole genome shotgun sequence.	GCF0013744751	NZCUXA010000271	78411	98212	19801
Pseudomonas aeruginosa isolate 346, whole genome shotgun sequence.	GCF9001467451	NZFRQT010000231	346862	372510	25648
Pseudomonas aeruginosa strain AZPAE14847 AZPAE14847_contig_8, whole genome shotgun sequence.	GCF0007897551	NZJTUN010000081	258508	294203	35695
Pseudomonas aeruginosa strain AU10502 NODE_3_length_579878_cov_5.7401_ID_5, whole genome shotgun sequence.	GCF0015548551	NZLRZK010000331	359688	419353	59665
Pseudomonas aeruginosa strain env204 NODE_6_length_311453_cov_17.3402, whole genome shotgun sequence.	GCF0023301751	NZNRFX010000061	119192	147643	28451
Pseudomonas aeruginosa strain WH-SGI-V-07629 WH-SGI-V-07629_contig1, whole genome shotgun sequence.	GCF0014533851	NZLLRA010000011	42155	96094	53939
Pseudomonas aeruginosa genome assembly 213_Tsb_1_contgs_500, contig NODE_3_length_451136_cov_24.3318_ID_5, whole genome shotgun sequence.	GCF0013736151	NZCTCQ010000321	78411	98212	19801
Pseudomonas aeruginosa isolate 148, whole genome shotgun sequence.	GCF9001449051	NZFRJH010000871	100494	115252	14758
Pseudomonas sp. HMSC057H01 Scaffold398, whole genome shotgun sequence.	GCF0018364051	NZKV8285121	204872	230544	25672
Pseudomonas aeruginosa strain HUM-272 PA3_H5_NODE_3_length_337196_cov_52.6345_ID_5, whole genome shotgun sequence	GCF0036299851	NZRADV010000761	198406	216649	18243
Pseudomonas aeruginosa strain 36BR IPC1246_1.1, whole genome shotgun sequence	GCF0038341951	NZNSNW010000011	166156	224756	58600
Pseudomonas aeruginosa strain AUS141 IPC382_3.1, whole genome shotgun sequence	GCF0039768051	NZRXEP010000031	328976	348687	19711
Pseudomonas aeruginosa strain VD706 scaffold_1, whole genome shotgun sequence.	GCF0023127651	NZMWYS010000021	409255	448864	39609
Pseudomonas aeruginosa strain 298S020611BSL_PA1 IPC68_2.1, whole genome shotgun sequence	GCF0043743151	NZRWTY010000021	144096	192188	48092
Pseudomonas aeruginosa strain CLJ1 contig16, whole genome shotgun sequence.	GCF0030323951	NZPVXJ010000161	310994	327424	16430
Pseudomonas aeruginosa isolate 239, whole genome shotgun sequence.	GCF9001457351	NZFRMX010000641	475573	491188	15615
Pseudomonas aeruginosa strain 585 scaffold_0, whole genome shotgun sequence.	GCF0023124651	NZMWYL010000011	339677	362506	22829
Pseudomonas aeruginosa strain WH-SGI-V-07681 WH-SGI-V-07681_contig15, whole genome shotgun sequence.	GCF0014524151	NZLLSB010000071	52966	113693	60727
Pseudomonas aeruginosa strain AU11990 NODE_1_length_888465_cov_7.07056_ID_1, whole genome shotgun sequence.	GCF0015552551	NZLRZL010000111	359686	419356	59670
Pseudomonas aeruginosa strain AZPAE14982 AZPAE14982_contig_3, whole genome shotgun sequence.	GCF0007922851	NZJTPM010000031	7114	24058	16944
Pseudomonas aeruginosa strain NCTC12903 genome assembly, chromosome: 1	GCF9006367551	NZLR1343091	2364949	2368849	3900
Pseudomonas aeruginosa strain PA_150577 chromosome, complete genome.	GCF0024428551	NZCP0173061	2417678	2430988	13310
Pseudomonas aeruginosa strain AUS504 IPC297_2.1, whole genome shotgun sequence	GCF0038394751	NZNSYJ010000021	470220	484084	13864
Pseudomonas aeruginosa strain FDAARGOS_532 chromosome, complete genome	GCF0038121651	NZCP0337711	733619	743366	9747
Pseudomonas aeruginosa strain TNCF_23 NODE_4_length_484752_cov_15.4446_ID_7, whole genome shotgun sequence.	GCF0017655951	NZMAZJ010000181	247026	294177	47151
Pseudomonas aeruginosa BWHPSA038 adkfW-supercont1.1, whole genome shotgun sequence.	GCF0005204351	NZKI9145401	2166311	2197506	31195
Pseudomonas aeruginosa strain TNCF_151M NODE_22_length_102574_cov_8.80952_ID_43, whole genome shotgun sequence.	GCF0017659251	NZMBMI010000351	43356	90507	47151
Pseudomonas aeruginosa strain MRSN 17623 contig00012, whole genome shotgun sequence	GCF0009374951	NZJYGB010000121	52715	93229	40514
Pseudomonas aeruginosa strain MRSN 17623 contig00019, whole genome shotgun sequence	GCF0009374951	NZJYGB010000191	74631	101760	27129
Pseudomonas aeruginosa strain MRSN13488 MRSN13488_contig00005, whole genome shotgun sequence	GCF0039699751	NZRXWF010000051	466224	479060	12836
Pseudomonas aeruginosa BL08 genomic scaffold adgeD-supercont1.3, whole genome shotgun sequence.	GCF0004809851	NZKI5188991	120174	149398	29224
Pseudomonas aeruginosa strain TNCF_4M NODE_18_length_93151_cov_6.06787_ID_35, whole genome shotgun sequence.	GCF0017654351	NZMAUP010000601	33938	81089	47151
Pseudomonas aeruginosa BL24 genomic scaffold adgeY-supercont1.2, whole genome shotgun sequence.	GCF0004806651	NZKI5187581	2482793	2486693	3900
Pseudomonas aeruginosa strain PAC10B IPC125_1.1, whole genome shotgun sequence	GCF0043740951	NZRWTA010000011	701965	750057	48092
Pseudomonas aeruginosa strain AZPAE14379 AZPAE14379_contig_2, whole genome shotgun sequence.	GCF0007959251	NZJTYW010000021	477311	522166	44855
Pseudomonas aeruginosa LESlike5 sequence.	GCF0005838951	NZCP0069801	2503877	2550737	46860
Pseudomonas aeruginosa strain ATCC 9027 scaffold_5, whole genome shotgun sequence.	GCF0012946751	NZLJGL010000061	66418	127732	61314
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008244451	NZCCVT010000031	38150	124180	86030
Pseudomonas aeruginosa strain 3C1A isolate Jpn1563 IPC91_1.1, whole genome shotgun sequence	GCF0036987151	NZMCMS010000011	368460	384788	16328
Pseudomonas aeruginosa genome assembly 282_Rw110_contgs_500, contig NODE_2_length_371363_cov_27.9145_ID_3, whole genome shotgun sequence.	GCF0013741151	NZCTFJ010000701	267227	277969	10742
Pseudomonas aeruginosa strain PA_D9, complete genome.	GCF0017217851	NZCP0125801	3101940	3128267	26327
Pseudomonas aeruginosa strain SCH_ABX07 ABX07_contig000001, whole genome shotgun sequence.	GCF0020013851	NZMVBR010000011	148174	174977	26803
Pseudomonas aeruginosa strain AUS307 IPC507_6.1, whole genome shotgun sequence	GCF0038386451	NZNSVZ010000061	59640	99290	39650
Pseudomonas aeruginosa strain TNCF_133_1 NODE_6_length_358214_cov_21.1758_ID_11, whole genome shotgun sequence.	GCF0017655351	NZMAZE010000141	120470	167621	47151
Pseudomonas aeruginosa strain PB369 chromosome, complete genome.	GCF0028128251	NZCP0250491	2511437	2538250	26813
Pseudomonas aeruginosa 148 contig_35, whole genome shotgun sequence	GCF0006475951	NZATAJ010000581	8357	17584	9227
Pseudomonas aeruginosa genome assembly 238_2_5Pc_2_contgs_500, contig NODE_2_length_451136_cov_24.0135_ID_3, whole genome shotgun sequence.	GCF0013737151	NZCTDG010000601	78411	98212	19801
Pseudomonas sp. HMSC058A10 Scaffold333, whole genome shotgun sequence.	GCF0018099351	NZKV7994501	475687	532439	56752
Pseudomonas aeruginosa strain AUS345 IPC496_1.1, whole genome shotgun sequence	GCF0038387051	NZNSWB010000011	44992	80209	35217
Pseudomonas aeruginosa isolate paerg002 genome assembly, chromosome: 0	GCF9006182551	NZLR1305271	5486399	5525420	39021
Pseudomonas aeruginosa strain H26027 chromosome, complete genome	GCF0037981051	NZCP0336841	2681823	2729915	48092
Pseudomonas aeruginosa strain HUM-274 PA3_B6_NODE_19_length_117684_cov_24.6023_ID_37, whole genome shotgun sequence	GCF0036328651	NZRAAJ010000531	51382	106714	55332
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008241051	NZCCOD010000031	37741	121242	83501
Pseudomonas aeruginosa strain HB392 IPC1191_2.1, whole genome shotgun sequence	GCF0038339051	NZNSON010000021	42262	104009	61747
Pseudomonas aeruginosa strain HUM-262 PA3_G4_NODE_15_length_143641_cov_27.991_ID_29, whole genome shotgun sequence	GCF0036319051	NZQZZW010000681	38237	93569	55332
Pseudomonas aeruginosa strain HUM-282 PA3_H6_NODE_3_length_447017_cov_37.2644_ID_5, whole genome shotgun sequence	GCF0036331951	NZQZYP010000061	381502	397284	15782
Pseudomonas aeruginosa isolate 412, whole genome shotgun sequence.	GCF9001473851	NZFRTH010000481	98877	118588	19711
Pseudomonas aeruginosa strain Ocean-1170 unitig_0, whole genome shotgun sequence.	GCF0022635451	NZNMRU010000011	1244900	1278478	33578
Pseudomonas aeruginosa strain 2320 2320_NODE_1.ctg_1, whole genome shotgun sequence.	GCF0021936551	NZNIOM010000881	246619	266421	19802
Pseudomonas aeruginosa genome assembly 261_Tsb_5_contgs_500, contig NODE_16_length_149523_cov_24.8725_ID_31, whole genome shotgun sequence.	GCF0013750151	NZCTES010000641	78411	98212	19801
Pseudomonas aeruginosa strain HS9 chromosome, complete genome.	GCF0033192351	NZCP0308611	6727326	6780054	52728
Pseudomonas aeruginosa genome assembly 220_15_221Ga_contgs_500, contig NODE_18_length_149523_cov_24.4853_ID_35, whole genome shotgun sequence.	GCF0013745951	NZCTCT010000371	78411	98212	19801
Pseudomonas aeruginosa strain Ocean-100 scaffold11_cov340_read216, whole genome shotgun sequence.	GCF0022636451	NZNMRS010000101	602901	619728	16827
Pseudomonas aeruginosa strain NCTC7244, whole genome shotgun sequence.	GCF9004552951	NZUGUN010000021	121532	150485	28953
Pseudomonas aeruginosa strain PA19 contig_321_52, whole genome shotgun sequence.	GCF0028357251	NZPHST010000101	4629	63229	58600
Pseudomonas aeruginosa strain BTP035 MC15175121, whole genome shotgun sequence.	GCF0010867451	NZLFMS010000151	1043336	1078407	35071
Pseudomonas aeruginosa strain TNCF_68 NODE_10_length_179603_cov_13.0326_ID_19, whole genome shotgun sequence.	GCF0017657251	NZMAZP010000231	120363	167514	47151
Pseudomonas aeruginosa strain PASGNDM699 chromosome, complete genome.	GCF0021045951	NZCP0207041	2532749	2592934	60185
Pseudomonas aeruginosa strain PA-VAP-1 chromosome	GCF0043470051	NZCP0283321	4719186	4734442	15256
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008239851	NZCCOH010000031	1472	87326	85854
Pseudomonas aeruginosa PA45 contig00030, whole genome shotgun sequence.	GCF0003595651	NZAPMD010000301	299007	334223	35216
Pseudomonas aeruginosa strain PA193 NODE_3_length_620854_cov_18.517145, whole genome shotgun sequence	GCF0097273351	NZWOAM010000031	472397	482719	10322
Pseudomonas aeruginosa BWH054 adTyv-supercont1.1, whole genome shotgun sequence.	GCF0006295051	NZKK2132231	1894530	1966405	71875
Pseudomonas aeruginosa strain A13 IPC691_3.1, whole genome shotgun sequence	GCF0038370451	NZNSUW010000031	282448	328966	46518
Pseudomonas aeruginosa strain AZPAE14893 AZPAE14893_contig_42, whole genome shotgun sequence.	GCF0007909051	NZJTSV010000421	202477	267377	64900
Pseudomonas aeruginosa PAK genomic scaffold acUKM-supercont-complete, whole genome shotgun sequence.	GCF0004088651	NZKE1373231	2703092	2720656	17564
Pseudomonas aeruginosa Z61 adkgo-supercont1.1, whole genome shotgun sequence.	GCF0005202151	NZKI9144561	2541589	2578251	36662
Pseudomonas aeruginosa X24509 genomic scaffold adgeH-supercont1.1, whole genome shotgun sequence.	GCF0004818651	NZKI5192661	1723135	1728346	5211
Pseudomonas aeruginosa strain AR_0457 AR_457.contig.0_1, whole genome shotgun sequence.	GCF0033242751	NZQMGP010000011	1914432	1949503	35071
Pseudomonas aeruginosa strain AUS119 IPC364_3.1, whole genome shotgun sequence	GCF0038392551	NZNSXN010000031	42249	72640	30391
Pseudomonas aeruginosa strain HUM-319-D2 PA2_C5_NODE_7_length_99101_cov_35.3366_ID_13, whole genome shotgun sequence	GCF0036328151	NZRAAT010002791	4634	65813	61179
Pseudomonas aeruginosa, whole genome shotgun sequence.	GCF0010287451	NZCGFY010000171	80327	139380	59053
Pseudomonas aeruginosa strain SP2230 chromosome, complete genome	GCF0039522851	NZCP0344341	1559920	1574878	14958
Pseudomonas aeruginosa strain HUM-269 PA3_E5_NODE_12_length_185589_cov_41.3449_ID_23, whole genome shotgun sequence	GCF0036328251	NZRAAO010000151	4631	65810	61179
Pseudomonas aeruginosa strain TUEPA7472 scaffold3_size1366156, whole genome shotgun sequence.	GCF0033245551	NZQOLE010000031	1003004	1015847	12843
Pseudomonas aeruginosa isolate 244, whole genome shotgun sequence.	GCF9001457951	NZFRNE010000511	134500	155962	21462
Pseudomonas aeruginosa strain AUS523 IPC331_22.1, whole genome shotgun sequence	GCF0039765851	NZRXEX010000221	35292	68780	33488
Pseudomonas aeruginosa strain TNCF_14 NODE_10_length_179643_cov_17.2108_ID_19, whole genome shotgun sequence.	GCF0017655851	NZMAZH010000261	120403	167553	47150
Pseudomonas aeruginosa strain Ocean-1155 chromosome, complete genome.	GCF0022374051	NZCP0225261	728883	762461	33578
Pseudomonas aeruginosa strain AUS275 IPC260_2.1, whole genome shotgun sequence	GCF0038398251	NZNSYZ010000021	515960	530226	14266
Pseudomonas aeruginosa isolate 215, whole genome shotgun sequence.	GCF9001455751	NZFRMI010000021	224651	246279	21628
Pseudomonas aeruginosa strain WH-SGI-V-07233 WH-SGI-V-07233_contig1, whole genome shotgun sequence.	GCF0014507151	NZLLNE010000011	275346	291514	16168
Pseudomonas aeruginosa BL01 genomic scaffold adgeu-supercont1.1, whole genome shotgun sequence.	GCF0004811251	NZKI5189551	2419033	2448253	29220
Pseudomonas aeruginosa X13273 genomic scaffold adgeE-supercont1.1, whole genome shotgun sequence.	GCF0004817051	NZKI5191921	1551317	1558281	6964
Pseudomonas aeruginosa strain HCF55 IPC1407_2.1, whole genome shotgun sequence	GCF0039740851	NZRXAM010000021	303318	319647	16329
Pseudomonas aeruginosa strain AZPAE13856 AZPAE13856_contig_27, whole genome shotgun sequence.	GCF0007954851	NZJTZL010000271	43757	109789	66032
Pseudomonas aeruginosa strain WH-SGI-V-07287 WH_SGI_V_07287_1, whole genome shotgun sequence.	GCF0014546751	NZLLUM010000011	487757	501687	13930
Pseudomonas aeruginosa strain PA12117 PA12117_1_3.3M, whole genome shotgun sequence.	GCF0018065051	NZLVXB010000011	2473839	2526592	52753
Pseudomonas aeruginosa strain PAC79A IPC128_1.1, whole genome shotgun sequence	GCF0043738851	NZRWSX010000011	1685553	1701168	15615
Pseudomonas aeruginosa isolate 327, whole genome shotgun sequence.	GCF9001465651	NZFRQC010000511	7798	66841	59043
Pseudomonas aeruginosa strain TC4411 Tc4411_S110_R1_001__paired__contig_23, whole genome shotgun sequence	GCF0080338051	NZVFEZ010000231	242153	255841	13688
Pseudomonas aeruginosa strain WH-SGI-V-07505 WH-SGI-V-07505_contig9, whole genome shotgun sequence.	GCF0014518951	NZLLQL010000741	108455	167500	59045
Pseudomonas aeruginosa strain AZPAE15022 AZPAE15022_contig_10, whole genome shotgun sequence.	GCF0007931051	NZJTNY010000101	85651	107547	21896
Pseudomonas aeruginosa strain NCTC10299, whole genome shotgun sequence	GCF9014825051	NZCABEES0100000451	174177	209027	34850
